":START_ID",":END_ID",":TYPE"
"1","0","FROM_DOCUMENT"
"2","0","FROM_DOCUMENT"
"3","0","FROM_DOCUMENT"
"4","0","FROM_DOCUMENT"
"5","0","FROM_DOCUMENT"
"6","0","FROM_DOCUMENT"
"7","0","FROM_DOCUMENT"
"8","0","FROM_DOCUMENT"
"9","0","FROM_DOCUMENT"
"10","0","FROM_DOCUMENT"
"11","0","FROM_DOCUMENT"
"12","0","FROM_DOCUMENT"
"13","0","FROM_DOCUMENT"
"14","0","FROM_DOCUMENT"
"15","0","FROM_DOCUMENT"
"16","0","FROM_DOCUMENT"
"17","0","FROM_DOCUMENT"
"18","0","FROM_DOCUMENT"
"19","0","FROM_DOCUMENT"
"20","0","FROM_DOCUMENT"
"21","0","FROM_DOCUMENT"
"22","0","FROM_DOCUMENT"
"23","0","FROM_DOCUMENT"
"24","0","FROM_DOCUMENT"
"25","0","FROM_DOCUMENT"
"26","0","FROM_DOCUMENT"
"27","0","FROM_DOCUMENT"
"45","39","FROM_DOCUMENT"
"54","39","FROM_DOCUMENT"
"59","39","FROM_DOCUMENT"
"63","39","FROM_DOCUMENT"
"71","39","FROM_DOCUMENT"
"72","39","FROM_DOCUMENT"
"80","39","FROM_DOCUMENT"
"93","39","FROM_DOCUMENT"
"94","39","FROM_DOCUMENT"
"99","39","FROM_DOCUMENT"
"104","39","FROM_DOCUMENT"
"114","39","FROM_DOCUMENT"
"118","39","FROM_DOCUMENT"
"122","39","FROM_DOCUMENT"
"125","39","FROM_DOCUMENT"
"129","39","FROM_DOCUMENT"
"133","39","FROM_DOCUMENT"
"138","39","FROM_DOCUMENT"
"144","39","FROM_DOCUMENT"
"148","39","FROM_DOCUMENT"
"152","39","FROM_DOCUMENT"
"157","39","FROM_DOCUMENT"
"163","39","FROM_DOCUMENT"
"193","39","FROM_DOCUMENT"
"194","39","FROM_DOCUMENT"
"195","39","FROM_DOCUMENT"
"196","39","FROM_DOCUMENT"
"197","39","FROM_DOCUMENT"
"203","39","FROM_DOCUMENT"
"216","39","FROM_DOCUMENT"
"217","39","FROM_DOCUMENT"
"225","39","FROM_DOCUMENT"
"231","39","FROM_DOCUMENT"
"232","39","FROM_DOCUMENT"
"233","39","FROM_DOCUMENT"
"234","39","FROM_DOCUMENT"
"235","39","FROM_DOCUMENT"
"236","39","FROM_DOCUMENT"
"237","39","FROM_DOCUMENT"
"238","39","FROM_DOCUMENT"
"239","39","FROM_DOCUMENT"
"240","39","FROM_DOCUMENT"
"241","39","FROM_DOCUMENT"
"242","39","FROM_DOCUMENT"
"243","39","FROM_DOCUMENT"
"244","39","FROM_DOCUMENT"
"245","39","FROM_DOCUMENT"
"246","39","FROM_DOCUMENT"
"247","39","FROM_DOCUMENT"
"248","39","FROM_DOCUMENT"
"249","39","FROM_DOCUMENT"
"250","39","FROM_DOCUMENT"
"251","39","FROM_DOCUMENT"
"252","39","FROM_DOCUMENT"
"253","39","FROM_DOCUMENT"
"254","39","FROM_DOCUMENT"
"255","39","FROM_DOCUMENT"
"256","39","FROM_DOCUMENT"
"257","39","FROM_DOCUMENT"
"258","39","FROM_DOCUMENT"
"259","39","FROM_DOCUMENT"
"260","39","FROM_DOCUMENT"
"261","39","FROM_DOCUMENT"
"262","39","FROM_DOCUMENT"
"263","39","FROM_DOCUMENT"
"264","39","FROM_DOCUMENT"
"265","39","FROM_DOCUMENT"
"266","39","FROM_DOCUMENT"
"267","39","FROM_DOCUMENT"
"268","39","FROM_DOCUMENT"
"269","39","FROM_DOCUMENT"
"270","39","FROM_DOCUMENT"
"281","280","FROM_DOCUMENT"
"297","280","FROM_DOCUMENT"
"299","280","FROM_DOCUMENT"
"302","280","FROM_DOCUMENT"
"303","280","FROM_DOCUMENT"
"304","280","FROM_DOCUMENT"
"305","280","FROM_DOCUMENT"
"309","280","FROM_DOCUMENT"
"315","280","FROM_DOCUMENT"
"326","280","FROM_DOCUMENT"
"333","280","FROM_DOCUMENT"
"334","280","FROM_DOCUMENT"
"335","280","FROM_DOCUMENT"
"341","280","FROM_DOCUMENT"
"342","280","FROM_DOCUMENT"
"343","280","FROM_DOCUMENT"
"344","280","FROM_DOCUMENT"
"346","280","FROM_DOCUMENT"
"348","280","FROM_DOCUMENT"
"352","280","FROM_DOCUMENT"
"358","280","FROM_DOCUMENT"
"359","280","FROM_DOCUMENT"
"363","280","FROM_DOCUMENT"
"371","280","FROM_DOCUMENT"
"373","280","FROM_DOCUMENT"
"374","280","FROM_DOCUMENT"
"375","280","FROM_DOCUMENT"
"383","280","FROM_DOCUMENT"
"384","280","FROM_DOCUMENT"
"386","280","FROM_DOCUMENT"
"387","280","FROM_DOCUMENT"
"388","280","FROM_DOCUMENT"
"389","280","FROM_DOCUMENT"
"390","280","FROM_DOCUMENT"
"391","280","FROM_DOCUMENT"
"392","280","FROM_DOCUMENT"
"394","280","FROM_DOCUMENT"
"395","280","FROM_DOCUMENT"
"396","280","FROM_DOCUMENT"
"397","280","FROM_DOCUMENT"
"398","280","FROM_DOCUMENT"
"400","280","FROM_DOCUMENT"
"401","280","FROM_DOCUMENT"
"402","280","FROM_DOCUMENT"
"403","280","FROM_DOCUMENT"
"416","280","FROM_DOCUMENT"
"418","280","FROM_DOCUMENT"
"422","280","FROM_DOCUMENT"
"429","280","FROM_DOCUMENT"
"435","280","FROM_DOCUMENT"
"438","280","FROM_DOCUMENT"
"440","280","FROM_DOCUMENT"
"441","280","FROM_DOCUMENT"
"442","280","FROM_DOCUMENT"
"443","280","FROM_DOCUMENT"
"444","280","FROM_DOCUMENT"
"445","280","FROM_DOCUMENT"
"446","280","FROM_DOCUMENT"
"447","280","FROM_DOCUMENT"
"448","280","FROM_DOCUMENT"
"449","280","FROM_DOCUMENT"
"457","280","FROM_DOCUMENT"
"460","280","FROM_DOCUMENT"
"466","280","FROM_DOCUMENT"
"472","280","FROM_DOCUMENT"
"478","280","FROM_DOCUMENT"
"479","280","FROM_DOCUMENT"
"483","280","FROM_DOCUMENT"
"484","280","FROM_DOCUMENT"
"485","280","FROM_DOCUMENT"
"496","280","FROM_DOCUMENT"
"497","280","FROM_DOCUMENT"
"498","280","FROM_DOCUMENT"
"500","280","FROM_DOCUMENT"
"501","280","FROM_DOCUMENT"
"502","280","FROM_DOCUMENT"
"503","280","FROM_DOCUMENT"
"505","280","FROM_DOCUMENT"
"506","280","FROM_DOCUMENT"
"507","280","FROM_DOCUMENT"
"508","280","FROM_DOCUMENT"
"514","280","FROM_DOCUMENT"
"516","280","FROM_DOCUMENT"
"521","280","FROM_DOCUMENT"
"525","280","FROM_DOCUMENT"
"529","280","FROM_DOCUMENT"
"532","280","FROM_DOCUMENT"
"535","280","FROM_DOCUMENT"
"545","280","FROM_DOCUMENT"
"546","280","FROM_DOCUMENT"
"551","280","FROM_DOCUMENT"
"552","280","FROM_DOCUMENT"
"553","280","FROM_DOCUMENT"
"559","280","FROM_DOCUMENT"
"570","280","FROM_DOCUMENT"
"576","280","FROM_DOCUMENT"
"588","280","FROM_DOCUMENT"
"591","280","FROM_DOCUMENT"
"592","280","FROM_DOCUMENT"
"609","602","FROM_DOCUMENT"
"610","602","FROM_DOCUMENT"
"617","602","FROM_DOCUMENT"
"645","602","FROM_DOCUMENT"
"650","602","FROM_DOCUMENT"
"653","602","FROM_DOCUMENT"
"719","602","FROM_DOCUMENT"
"720","602","FROM_DOCUMENT"
"735","602","FROM_DOCUMENT"
"737","602","FROM_DOCUMENT"
"739","602","FROM_DOCUMENT"
"741","602","FROM_DOCUMENT"
"745","602","FROM_DOCUMENT"
"751","602","FROM_DOCUMENT"
"752","602","FROM_DOCUMENT"
"756","602","FROM_DOCUMENT"
"760","602","FROM_DOCUMENT"
"761","602","FROM_DOCUMENT"
"765","602","FROM_DOCUMENT"
"766","602","FROM_DOCUMENT"
"769","602","FROM_DOCUMENT"
"779","602","FROM_DOCUMENT"
"781","602","FROM_DOCUMENT"
"782","602","FROM_DOCUMENT"
"783","602","FROM_DOCUMENT"
"784","602","FROM_DOCUMENT"
"787","602","FROM_DOCUMENT"
"788","602","FROM_DOCUMENT"
"795","602","FROM_DOCUMENT"
"801","602","FROM_DOCUMENT"
"804","602","FROM_DOCUMENT"
"816","602","FROM_DOCUMENT"
"817","602","FROM_DOCUMENT"
"820","1032","FROM_DOCUMENT"
"841","1032","FROM_DOCUMENT"
"842","1032","FROM_DOCUMENT"
"877","1032","FROM_DOCUMENT"
"878","1032","FROM_DOCUMENT"
"879","1032","FROM_DOCUMENT"
"884","1032","FROM_DOCUMENT"
"894","1032","FROM_DOCUMENT"
"903","1032","FROM_DOCUMENT"
"915","1032","FROM_DOCUMENT"
"1071","1032","FROM_DOCUMENT"
"1086","1032","FROM_DOCUMENT"
"1105","1032","FROM_DOCUMENT"
"1123","1032","FROM_DOCUMENT"
"1190","1032","FROM_DOCUMENT"
"1209","1032","FROM_DOCUMENT"
"1210","1032","FROM_DOCUMENT"
"1229","1032","FROM_DOCUMENT"
"1239","1032","FROM_DOCUMENT"
"1268","1032","FROM_DOCUMENT"
"1271","1032","FROM_DOCUMENT"
"1286","1032","FROM_DOCUMENT"
"1339","1032","FROM_DOCUMENT"
"1342","1032","FROM_DOCUMENT"
"1345","1032","FROM_DOCUMENT"
"1353","1032","FROM_DOCUMENT"
"1357","1032","FROM_DOCUMENT"
"1358","1032","FROM_DOCUMENT"
"1363","1032","FROM_DOCUMENT"
"1364","1032","FROM_DOCUMENT"
"1365","1032","FROM_DOCUMENT"
"1369","1032","FROM_DOCUMENT"
"1370","1032","FROM_DOCUMENT"
"1375","1032","FROM_DOCUMENT"
"1384","1032","FROM_DOCUMENT"
"1391","1032","FROM_DOCUMENT"
"1399","1032","FROM_DOCUMENT"
"1402","1032","FROM_DOCUMENT"
"1405","1032","FROM_DOCUMENT"
"1407","1032","FROM_DOCUMENT"
"1415","1032","FROM_DOCUMENT"
"1416","1032","FROM_DOCUMENT"
"1417","1032","FROM_DOCUMENT"
"1427","1032","FROM_DOCUMENT"
"1430","1032","FROM_DOCUMENT"
"1431","1032","FROM_DOCUMENT"
"1432","1032","FROM_DOCUMENT"
"1435","1032","FROM_DOCUMENT"
"1441","1032","FROM_DOCUMENT"
"1444","1739","FROM_DOCUMENT"
"1455","1739","FROM_DOCUMENT"
"1524","1517","FROM_DOCUMENT"
"1525","1517","FROM_DOCUMENT"
"1526","1517","FROM_DOCUMENT"
"1527","1517","FROM_DOCUMENT"
"1528","1517","FROM_DOCUMENT"
"1529","1517","FROM_DOCUMENT"
"1533","1517","FROM_DOCUMENT"
"1535","1517","FROM_DOCUMENT"
"1537","1517","FROM_DOCUMENT"
"1538","1517","FROM_DOCUMENT"
"1541","1517","FROM_DOCUMENT"
"1543","1517","FROM_DOCUMENT"
"1545","1517","FROM_DOCUMENT"
"1551","1517","FROM_DOCUMENT"
"1552","1517","FROM_DOCUMENT"
"1553","1517","FROM_DOCUMENT"
"1554","1517","FROM_DOCUMENT"
"1577","1517","FROM_DOCUMENT"
"1582","1517","FROM_DOCUMENT"
"1583","1517","FROM_DOCUMENT"
"1588","1739","FROM_DOCUMENT"
"1589","1517","FROM_DOCUMENT"
"1591","1517","FROM_DOCUMENT"
"1606","1517","FROM_DOCUMENT"
"1611","1517","FROM_DOCUMENT"
"1616","1517","FROM_DOCUMENT"
"1618","1517","FROM_DOCUMENT"
"1628","1517","FROM_DOCUMENT"
"1629","1517","FROM_DOCUMENT"
"1630","1517","FROM_DOCUMENT"
"1638","1517","FROM_DOCUMENT"
"1642","1517","FROM_DOCUMENT"
"1645","1517","FROM_DOCUMENT"
"1647","1517","FROM_DOCUMENT"
"1649","1517","FROM_DOCUMENT"
"1653","1517","FROM_DOCUMENT"
"1658","1517","FROM_DOCUMENT"
"1661","1517","FROM_DOCUMENT"
"1663","1517","FROM_DOCUMENT"
"1664","1517","FROM_DOCUMENT"
"1669","1517","FROM_DOCUMENT"
"1670","1517","FROM_DOCUMENT"
"1671","1517","FROM_DOCUMENT"
"1674","1517","FROM_DOCUMENT"
"1675","1517","FROM_DOCUMENT"
"1678","1517","FROM_DOCUMENT"
"1684","1517","FROM_DOCUMENT"
"1685","1517","FROM_DOCUMENT"
"1689","1517","FROM_DOCUMENT"
"1691","1517","FROM_DOCUMENT"
"1699","1517","FROM_DOCUMENT"
"1705","1739","FROM_DOCUMENT"
"1718","1517","FROM_DOCUMENT"
"1719","1517","FROM_DOCUMENT"
"1724","1517","FROM_DOCUMENT"
"1725","1517","FROM_DOCUMENT"
"1726","1517","FROM_DOCUMENT"
"1727","1517","FROM_DOCUMENT"
"1729","1517","FROM_DOCUMENT"
"1730","1517","FROM_DOCUMENT"
"1731","1517","FROM_DOCUMENT"
"1732","1517","FROM_DOCUMENT"
"1734","1517","FROM_DOCUMENT"
"1740","2048","FROM_DOCUMENT"
"1744","2048","FROM_DOCUMENT"
"1776","2048","FROM_DOCUMENT"
"1780","2048","FROM_DOCUMENT"
"1798","2048","FROM_DOCUMENT"
"1806","2048","FROM_DOCUMENT"
"1813","1739","FROM_DOCUMENT"
"1829","2048","FROM_DOCUMENT"
"1834","2048","FROM_DOCUMENT"
"1836","2048","FROM_DOCUMENT"
"1843","2048","FROM_DOCUMENT"
"1848","2048","FROM_DOCUMENT"
"1849","2048","FROM_DOCUMENT"
"1851","2048","FROM_DOCUMENT"
"1854","2048","FROM_DOCUMENT"
"1862","2048","FROM_DOCUMENT"
"1868","2048","FROM_DOCUMENT"
"1869","2048","FROM_DOCUMENT"
"1870","2048","FROM_DOCUMENT"
"1920","2048","FROM_DOCUMENT"
"1985","2048","FROM_DOCUMENT"
"2000","2048","FROM_DOCUMENT"
"2049","2048","FROM_DOCUMENT"
"2052","2048","FROM_DOCUMENT"
"2056","2048","FROM_DOCUMENT"
"2058","2048","FROM_DOCUMENT"
"2060","2048","FROM_DOCUMENT"
"2061","2048","FROM_DOCUMENT"
"2062","2048","FROM_DOCUMENT"
"2073","2048","FROM_DOCUMENT"
"2083","2048","FROM_DOCUMENT"
"2084","2048","FROM_DOCUMENT"
"2089","2048","FROM_DOCUMENT"
"2095","2048","FROM_DOCUMENT"
"2099","2048","FROM_DOCUMENT"
"2100","2048","FROM_DOCUMENT"
"2101","2048","FROM_DOCUMENT"
"2102","2048","FROM_DOCUMENT"
"2105","2048","FROM_DOCUMENT"
"2108","2048","FROM_DOCUMENT"
"2113","2048","FROM_DOCUMENT"
"2114","2048","FROM_DOCUMENT"
"2115","2048","FROM_DOCUMENT"
"2119","2048","FROM_DOCUMENT"
"2122","2048","FROM_DOCUMENT"
