":START_ID",":END_ID",":TYPE"
"28","1","FROM_CHUNK"
"28","2","FROM_CHUNK"
"28","3","FROM_CHUNK"
"28","4","FROM_CHUNK"
"28","5","FROM_CHUNK"
"28","6","FROM_CHUNK"
"28","7","FROM_CHUNK"
"28","8","FROM_CHUNK"
"28","9","FROM_CHUNK"
"28","10","FROM_CHUNK"
"28","11","FROM_CHUNK"
"28","12","FROM_CHUNK"
"28","14","FROM_CHUNK"
"28","15","FROM_CHUNK"
"28","16","FROM_CHUNK"
"28","17","FROM_CHUNK"
"28","18","FROM_CHUNK"
"28","19","FROM_CHUNK"
"28","20","FROM_CHUNK"
"28","21","FROM_CHUNK"
"28","22","FROM_CHUNK"
"28","23","FROM_CHUNK"
"28","24","FROM_CHUNK"
"28","25","FROM_CHUNK"
"28","26","FROM_CHUNK"
"28","27","FROM_CHUNK"
"28","104","FROM_CHUNK"
"28","118","FROM_CHUNK"
"28","122","FROM_CHUNK"
"28","238","FROM_CHUNK"
"28","256","FROM_CHUNK"
"28","779","FROM_CHUNK"
"28","1370","FROM_CHUNK"
"28","1432","FROM_CHUNK"
"28","1780","FROM_CHUNK"
"28","1798","FROM_CHUNK"
"28","1848","FROM_CHUNK"
"28","1870","FROM_CHUNK"
"28","1985","FROM_CHUNK"
"28","2056","FROM_CHUNK"
"28","2100","FROM_CHUNK"
"28","2113","FROM_CHUNK"
"28","2114","FROM_CHUNK"
"28","2119","FROM_CHUNK"
"29","1","FROM_CHUNK"
"29","24","FROM_CHUNK"
"29","2119","FROM_CHUNK"
"30","1","FROM_CHUNK"
"30","24","FROM_CHUNK"
"31","1","FROM_CHUNK"
"31","23","FROM_CHUNK"
"31","24","FROM_CHUNK"
"32","1","FROM_CHUNK"
"32","24","FROM_CHUNK"
"33","1","FROM_CHUNK"
"34","1","FROM_CHUNK"
"35","1","FROM_CHUNK"
"36","1","FROM_CHUNK"
"37","1","FROM_CHUNK"
"38","1","FROM_CHUNK"
"40","2","FROM_CHUNK"
"41","2","FROM_CHUNK"
"42","2","FROM_CHUNK"
"43","2","FROM_CHUNK"
"44","2","FROM_CHUNK"
"46","3","FROM_CHUNK"
"47","3","FROM_CHUNK"
"48","3","FROM_CHUNK"
"49","3","FROM_CHUNK"
"50","3","FROM_CHUNK"
"51","3","FROM_CHUNK"
"52","3","FROM_CHUNK"
"53","3","FROM_CHUNK"
"55","4","FROM_CHUNK"
"56","4","FROM_CHUNK"
"57","4","FROM_CHUNK"
"58","4","FROM_CHUNK"
"60","5","FROM_CHUNK"
"61","5","FROM_CHUNK"
"62","5","FROM_CHUNK"
"64","6","FROM_CHUNK"
"65","6","FROM_CHUNK"
"66","6","FROM_CHUNK"
"67","6","FROM_CHUNK"
"67","1375","FROM_CHUNK"
"67","1384","FROM_CHUNK"
"68","6","FROM_CHUNK"
"69","6","FROM_CHUNK"
"69","7","FROM_CHUNK"
"70","6","FROM_CHUNK"
"73","7","FROM_CHUNK"
"74","7","FROM_CHUNK"
"75","7","FROM_CHUNK"
"76","7","FROM_CHUNK"
"76","20","FROM_CHUNK"
"77","7","FROM_CHUNK"
"78","7","FROM_CHUNK"
"79","7","FROM_CHUNK"
"81","8","FROM_CHUNK"
"82","8","FROM_CHUNK"
"83","8","FROM_CHUNK"
"84","9","FROM_CHUNK"
"85","9","FROM_CHUNK"
"86","9","FROM_CHUNK"
"87","9","FROM_CHUNK"
"88","9","FROM_CHUNK"
"89","9","FROM_CHUNK"
"90","9","FROM_CHUNK"
"91","9","FROM_CHUNK"
"92","9","FROM_CHUNK"
"92","1369","FROM_CHUNK"
"95","10","FROM_CHUNK"
"96","10","FROM_CHUNK"
"97","10","FROM_CHUNK"
"98","10","FROM_CHUNK"
"100","11","FROM_CHUNK"
"101","11","FROM_CHUNK"
"102","11","FROM_CHUNK"
"103","11","FROM_CHUNK"
"105","12","FROM_CHUNK"
"106","12","FROM_CHUNK"
"107","12","FROM_CHUNK"
"108","12","FROM_CHUNK"
"109","12","FROM_CHUNK"
"110","12","FROM_CHUNK"
"111","12","FROM_CHUNK"
"112","12","FROM_CHUNK"
"113","12","FROM_CHUNK"
"115","14","FROM_CHUNK"
"116","14","FROM_CHUNK"
"117","14","FROM_CHUNK"
"119","15","FROM_CHUNK"
"120","15","FROM_CHUNK"
"121","15","FROM_CHUNK"
"123","16","FROM_CHUNK"
"124","16","FROM_CHUNK"
"126","17","FROM_CHUNK"
"127","17","FROM_CHUNK"
"128","17","FROM_CHUNK"
"130","18","FROM_CHUNK"
"131","18","FROM_CHUNK"
"132","18","FROM_CHUNK"
"134","19","FROM_CHUNK"
"135","19","FROM_CHUNK"
"136","19","FROM_CHUNK"
"137","19","FROM_CHUNK"
"139","20","FROM_CHUNK"
"140","20","FROM_CHUNK"
"141","20","FROM_CHUNK"
"142","20","FROM_CHUNK"
"143","20","FROM_CHUNK"
"145","20","FROM_CHUNK"
"146","20","FROM_CHUNK"
"147","20","FROM_CHUNK"
"149","21","FROM_CHUNK"
"150","21","FROM_CHUNK"
"151","21","FROM_CHUNK"
"153","22","FROM_CHUNK"
"154","22","FROM_CHUNK"
"155","22","FROM_CHUNK"
"156","22","FROM_CHUNK"
"158","23","FROM_CHUNK"
"159","23","FROM_CHUNK"
"160","23","FROM_CHUNK"
"161","23","FROM_CHUNK"
"162","23","FROM_CHUNK"
"162","1675","FROM_CHUNK"
"162","1726","FROM_CHUNK"
"164","23","FROM_CHUNK"
"165","23","FROM_CHUNK"
"166","23","FROM_CHUNK"
"167","23","FROM_CHUNK"
"168","23","FROM_CHUNK"
"169","23","FROM_CHUNK"
"170","23","FROM_CHUNK"
"171","23","FROM_CHUNK"
"172","23","FROM_CHUNK"
"173","23","FROM_CHUNK"
"174","23","FROM_CHUNK"
"175","23","FROM_CHUNK"
"176","23","FROM_CHUNK"
"177","23","FROM_CHUNK"
"178","23","FROM_CHUNK"
"179","23","FROM_CHUNK"
"180","23","FROM_CHUNK"
"181","23","FROM_CHUNK"
"182","23","FROM_CHUNK"
"183","23","FROM_CHUNK"
"184","23","FROM_CHUNK"
"185","23","FROM_CHUNK"
"186","23","FROM_CHUNK"
"187","23","FROM_CHUNK"
"188","23","FROM_CHUNK"
"189","23","FROM_CHUNK"
"190","23","FROM_CHUNK"
"191","23","FROM_CHUNK"
"192","23","FROM_CHUNK"
"198","24","FROM_CHUNK"
"199","24","FROM_CHUNK"
"199","877","FROM_CHUNK"
"199","884","FROM_CHUNK"
"200","24","FROM_CHUNK"
"200","25","FROM_CHUNK"
"200","63","FROM_CHUNK"
"200","257","FROM_CHUNK"
"200","299","FROM_CHUNK"
"200","502","FROM_CHUNK"
"200","503","FROM_CHUNK"
"200","506","FROM_CHUNK"
